;0
0;121.11537895682324
1;115.76493373288731
2;66.54579631128048
3;137.1923201390502
4;118.4510240890525
5;140.8080054464768
6;72.4369591866896
7;62.178386187356224
8;59.513490779067226
9;117.7218327751138
10;106.61922085129632
11;120.32459905931832
12;116.22666319258525
13;69.23551425145678
14;122.11997862669632
15;78.53252840735716
16;121.51835259065871
17;80.15580529257778
18;67.19189936167595
19;98.32877996634679
20;95.54232808185441
21;160.47173547030155
22;64.6369242987507
23;131.17260015630777
24;133.6949318225261
25;124.36726282969087
26;129.23464575175075
27;110.04565263005546
28;118.11703256979469
29;82.21564943702904
30;119.92038700042104
31;81.3959077738275
32;123.75815963531775
33;94.04707529269997
34;109.62718285956186
35;67.00534859316154
36;117.63947835044199
37;112.31959730735893
38;106.37804694516846
39;120.14092044115361
40;114.21892702159002
41;129.0842614710681
42;120.68510616862923
43;115.41072160247357
44;104.01490909850737
45;88.02876166089317
46;129.35787108772223
47;70.77564418121946
48;52.611419453704364
49;123.13934428192599
50;116.00261577138531
51;88.04580289327832
52;96.90301649560578
53;123.94097926078285
54;73.43479884192843
55;91.62956012469465
56;62.47908778951408
57;168.98197405028287
58;122.08566211026948
59;66.75998548520144
60;111.56670244560812
61;72.0065272208131
62;100.27547618507583
63;78.31825866151313
64;59.22623198608065
65;112.06619244241227
66;75.11897110244598
67;60.09300054586914
68;125.52719555144672
69;128.3627131087179
70;61.06802582686527
71;119.82354809542389
72;69.61036047417669
73;97.99887604085988
74;133.3714408809713
75;72.4858269097311
76;62.82329390107401
77;61.25803698688904
78;128.2789905227344
79;122.0230235990298
80;99.51395755385839
81;121.00783424916887
82;65.77698009402087
83;84.04516179701213
84;65.37765914008898
85;101.11101689877194
86;83.0614191660311
87;64.03156412474385
88;89.60931146121897
89;133.7799848054131
90;124.8500565907908
91;114.45081635530445
92;69.65149742066336
93;122.59997060101315
94;121.55130073923445
95;91.21411475154733
96;64.16280936674534
97;136.4336051307355
98;125.05572566246468
99;102.82477146201072
100;126.36993345109667
101;71.8513239126698
102;63.18126128196586
103;85.41965938468897
104;101.0449886228443
105;90.26421063941714
106;109.5160337438663
107;112.5431245213742
108;73.49025953220797
109;116.98925348744325
110;137.78029981941137
111;92.41858094766519
112;103.85833273486048
113;62.910730248802736
114;67.35938023928861
115;73.14257751348083
116;91.25453976419381
117;78.36453416878247
118;85.50288186819314
119;125.51111616439792
120;135.55761022960803
121;73.50141257332493
122;131.0202899478726
123;108.06498380045547
124;69.299052545813
125;81.84525118693466
126;63.593062226569394
127;86.1134949900301
128;127.04105474859381
129;72.19181691624836
130;95.08919038788441
131;114.50512608131264
132;63.77264999458265
133;127.09117162479238
134;93.36041739247308
135;81.15703659022763
136;122.97385668392783
137;128.28235285228737
138;115.90771764317635
139;49.27252504532011
140;75.8977547819706
141;116.4737625449887
142;64.96320621575966
143;125.1660141947566
144;147.3022668253182
145;68.87322959393579
146;84.978194419704
147;47.64175146967078
148;119.04962059940837
149;130.24586535754375
150;119.84090056790288
151;91.29134130732893
152;134.94334735415856
153;112.35260169365496
154;95.41994645777979
155;121.9360600800014
156;67.81339282849385
157;110.14309941863971
158;120.534666525393
159;66.86162974912958
160;112.09161705818563
161;63.65975892526018
162;125.16925498734511
163;110.42806256129641
164;72.29587959530181
165;78.85760133367164
166;124.06403344073519
167;72.12055163333739
168;131.44113913160305
169;104.96756418472783
170;120.51293091162879
171;110.10108263324153
172;68.19610288825842
173;119.3867639454884
174;117.28009757213451
175;65.71961528472409
176;68.71926965863868
177;110.36119048139268
178;111.48663846824175
179;118.71049700268549
180;90.07325084993622
181;71.90646142369027
182;64.6141468501411
183;70.81432078179677
184;75.29236134653755
185;112.82180402847894
186;63.3134113822496
187;128.97638046165858
188;125.87247565661042
189;71.67827875351941
190;120.8185844853007
191;56.19587728590267
192;57.36349174927218
193;59.13267896307006
194;81.44146322485054
195;68.14023944287013
196;77.16698672586908
197;70.4288006796889
198;128.1976285849497
199;108.04328404864496
200;80.13490165396448
201;117.94411631406437
202;56.004270311535535
203;70.8619391411101
204;104.66969229062354
205;127.48018714140267
206;124.18146542444077
207;109.12700532981994
208;62.263237885430115
209;106.69033584637711
210;65.37867810011798
211;118.70848050893062
212;81.66400892976077
213;67.31095700866703
214;76.09429663123018
215;114.9764515263982
216;115.47662356918453
217;119.79251972127413
218;97.60255442471761
219;105.86467717295406
220;115.51769044864407
221;85.02960056651655
222;105.8777890714236
223;123.14388331230272
224;78.30513036095611
225;71.3402231856781
226;74.11993234946297
227;80.10737470757536
228;74.83025292638044
229;78.55781283243054
230;59.33838743373134
231;70.2990317048643
232;67.06946886826108
233;112.47248183882209
234;128.75550224179693
235;106.65265587905654
236;65.69478870113633
237;111.46976500282132
238;116.38410367587396
239;112.64723267898236
240;107.55640336556306
241;59.3736777507859
242;83.14567805886728
243;114.9030622712035
244;136.3527144976968
